Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Buitrago M., Chiappe A.","57204859024;22833507400;","Representation of knowledge in digital educational environments: A systematic review of literature",2019,"Australasian Journal of Educational Technology","35","4",,"46","62",,7,"10.14742/ajet.4041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071744567&doi=10.14742%2fajet.4041&partnerID=40&md5=9001e5178e4dd0b50bfe543407390a16","Universidad Libre, Colombia; Universidad de La Sabana, Colombia","Buitrago, M., Universidad Libre, Colombia; Chiappe, A., Universidad de La Sabana, Colombia","The representation of knowledge is a process widely used in education for its potential to generate deep learning, metacognition, and also in mapping the student's cognitive structure while developing a broad spectrum of thinking skills. Notwithstanding the abovementioned benefits, the development and evolution of new digital ecologies of learning is still an unexplored field for knowledge representation systems. As part of a larger study, this article shows the process and results of a systematic review of literature on knowledge representation systems, with the purpose of identifying the foundations and main applicable instruments of digital educational environments. Among the most representative findings of this review is that despite the existence of a large number of educational experiences that have incorporated both physical and digital knowledge representation tools, their use has been restricted almost entirely to the understanding of concepts and the assessment of learning in non-collaborative environments. These findings suggest the relevance of studying the representation of knowledge in digital collaborative contexts that facilitate the development of thinking skills for the digital age, and the need for co-creation and transformation of knowledge. Together these suggest a new perspective on knowledge representation for digital ecologies of learning. © 2019 Australasian Journal of Educational Technology.",,,,,,,,,,,,,,"English",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85071744567
"Pereira C.H., Terra R.","57189097312;36865399300;","A mobile app for teaching formal languages and automata",2018,"Computer Applications in Engineering Education","26","5",,"1742","1752",,7,"10.1002/cae.21944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053855555&doi=10.1002%2fcae.21944&partnerID=40&md5=42b98d147b2a24e5db9bf04971cdce1a","Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Pereira, C.H., Department of Computer Science, Federal University of Lavras, Lavras, Brazil; Terra, R., Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Formal Languages and Automata (FLA) address mathematical models able to specify and recognize languages, their properties and characteristics. Although solid knowledge of FLA is extremely important for a B.Sc. degree in Computer Science and similar fields, the algorithms and techniques covered in the course are complex and difficult to assimilate. Therefore, this article presents FLApp, a mobile application—which we consider the new way to reach students—for teaching FLA. The application—developed for mobile phones and tablets running Android—provides students not only with answers to problems involving Regular, Context-free, Context-Sensitive, and Recursively Enumerable Languages, but also an Educational environment that describes and illustrates each step of the algorithms to support students in the learning process. © 2018 Wiley Periodicals, Inc.","automata; education; formal languages; mobile application","Automata theory; Context sensitive languages; E-learning; Education; Education computing; Formal languages; Learning algorithms; Mobile computing; Students; Teaching; automata; Context sensitive; Context-free; Educational environment; Formal languages and automata; Learning process; Mobile applications; Recursively enumerable languages; Context free languages","Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Fundação de Amparo à Pesquisa do Estado de Minas Gerais, FAPEMIG","student of Computer Science at Fe- deral University of Lavras, Brazil. He worked on an undergraduate re- search project supported by FAPE- MIG, working on FLApp, a mobile application for teaching Formal Lan- guages, and Automata. Currently, he works on another undergraduate research project supported by CNPq, researching about techniques to recover architecture of a software system.","Our research is supported by FAPEMIG.",,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85053855555
"Bahamonde A.C., Urgelles J.G., Aymemí J.F.","57205321934;57163503800;57163934100;","Mathematical modelling in engineering: A proposal to introduce linear algebra concepts",2016,"Journal of Technology and Science Education","6","1",,"62","70",,7,"10.3926/jotse.177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960350845&doi=10.3926%2fjotse.177&partnerID=40&md5=ae279233138a3619d9cd8c022fd17bba","Centre for Teaching Basic Science Engineering, Universidad Austral de Chile, Chile; Department of Applied Mathematics, Universitat Politècnica de Catalunya, Spain; Department of Teaching Mathematics and Experimental Sciences, Universitat Autònoma de Barcelona, Spain","Bahamonde, A.C., Centre for Teaching Basic Science Engineering, Universidad Austral de Chile, Chile, Department of Teaching Mathematics and Experimental Sciences, Universitat Autònoma de Barcelona, Spain; Urgelles, J.G., Department of Applied Mathematics, Universitat Politècnica de Catalunya, Spain; Aymemí, J.F., Department of Teaching Mathematics and Experimental Sciences, Universitat Autònoma de Barcelona, Spain","The modern dynamic world requires that basic science courses for engineering, including linear algebra, emphasise the development of mathematical abilities primarily associated with modelling and interpreting, which are not exclusively calculus abilities. Considering this, an instructional design was created based on mathematical modelling and emerging heuristic models for the construction of specific linear algebra concepts: span and spanning set. This was applied to first year engineering students. Results suggest that this type of instructional design contributes to the construction of these mathematical concepts and can also improve first year engineering students' understanding of key linear algebra concepts and enhance the development of higher order skills.","Emerging models; Instructional design; Linear algebra; Mathematical modelling; Span; Spanning set",,,,,,,,,,,,,"English",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84960350845
"Díaz A., Nussbaum M., Varela I.","55668393100;7102451228;56417525700;","Orchestrating the XO computer with digital and conventional resources to teach mathematics",2015,"Journal of Computer Assisted Learning","31","3",,"202","219",,7,"10.1111/jcal.12081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928209004&doi=10.1111%2fjcal.12081&partnerID=40&md5=449305f74f01c8441c26b6f3b312a0e4","Faculty of Computer Science, Pontificia Universidad Católica de Chile, Santiago de Chile, Chile; Facultad de Ciencias Humanas, Universidad Católica de Uruguay, Montevideo, Uruguay","Díaz, A., Faculty of Computer Science, Pontificia Universidad Católica de Chile, Santiago de Chile, Chile; Nussbaum, M., Faculty of Computer Science, Pontificia Universidad Católica de Chile, Santiago de Chile, Chile; Varela, I., Facultad de Ciencias Humanas, Universidad Católica de Uruguay, Montevideo, Uruguay","Recent research has suggested that simply providing each child with a computer does not lead to an improvement in learning. Given that dozens of countries across the world are purchasing computers for their students, we ask which elements are necessary to improve learning when introducing digital resources into the classroom. Understood the orchestration as the coordination of conventional and digital resources, we examine whether effective resource orchestration improves student learning. To do so, an 8-month study was undertaken across 17 schools in Uruguay, involving 544 fourth grade students. A treatment group worked under an orchestrated strategy, while a control group followed the national strategy, which includes the One Laptop per Child Computer (XO). Our study confirmed that the national strategy alone is capable of producing significant progress in student learning. However, we also found that the orchestration produces a statistically significant improvement in the results when compared to the control group. The main finding indicates that when teachers have an orchestrated strategy to integrate digital and non-digital resources, student learning is enhanced in relation to the curricular objectives. Finally, we discovered that learning is improved in the treatment group when there is systematic use of resources, and when the school's infrastructure facilitates the use of the technology. © 2014 John Wiley & Sons Ltd.","Determinants of effectiveness; Resource integration; Resource orchestration; Teachers' work in the classroom; Teaching mathematics; XO computer",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84928209004
"Cela K.L., Sicilia M.Á., Sánchez S.","55575076600;8266687800;57196907734;","Comparison of collaboration and performance in groups of learners assembled randomly or based on learners' topic preferences",2015,"Educational Technology and Society","18","4",,"287","298",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948142779&partnerID=40&md5=8a814e1b1447f7d7c3095790fcdad35a","Computer Science Department, Universidad de las Fuerzas Armadas - ESPE, Ecuador; Computer Science Department, University of Alcalá, Alcalá de Henares, Madrid, Spain","Cela, K.L., Computer Science Department, Universidad de las Fuerzas Armadas - ESPE, Ecuador; Sicilia, M.Á., Computer Science Department, University of Alcalá, Alcalá de Henares, Madrid, Spain; Sánchez, S., Computer Science Department, University of Alcalá, Alcalá de Henares, Madrid, Spain","Teachers and instructional designers frequently incorporate collaborative learning approaches into their e-learning environments. A key factor of collaborative learning that may affect learner outcomes is whether the collaborative groups are assigned project topics randomly or based on a shared interest in the topic. This is a particularly important question for adults, whose performance can depend strongly on how closely the project topic relates to their professional goals. In this study involving an on-line course for 103 professionals we divided the learners into two parallel sections that differed in how they would be assigned to groups to perform collaborative tasks on different topics. In one section, learners were assigned randomly into groups and were given task topics randomly as well. In the other section, they were assigned to a group based on whether they shared a common interest in the topic given to that group. We used Social Network Analysis and Content Analysis to assess the level of collaboration in quantitative and qualitative terms (knowledge construction). Both groups showed a low level of knowledge construction and similar levels of centrality degree and learning performance. However, more learners participated in the collaborative tasks if groups had been assigned based on learners' topic preferences. Our findings suggest that forming groups of adult learners based on topic preferences in on-line environments can increase the number of learners that collaborate, but it does not necessarily improve learner performance.","Collaborative learning; Content analysis; eLearning; Learner preference; SNA",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84948142779
"D'Amato J.P., García Bauza C., Boroni G., Vénere M.","41561209000;37088385600;26538571000;6603442573;","Real-time aircraft radar simulator for a navy training system",2013,"Computer Applications in Engineering Education","21","4",,"606","613",,7,"10.1002/cae.20505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886412071&doi=10.1002%2fcae.20505&partnerID=40&md5=e4eb3becdc38b58f7b1da2925435421a","Universidad Nacional Del Centro, CICPBA-CONICET-CNEA, 7000 Tandil, Argentina","D'Amato, J.P., Universidad Nacional Del Centro, CICPBA-CONICET-CNEA, 7000 Tandil, Argentina; García Bauza, C., Universidad Nacional Del Centro, CICPBA-CONICET-CNEA, 7000 Tandil, Argentina; Boroni, G., Universidad Nacional Del Centro, CICPBA-CONICET-CNEA, 7000 Tandil, Argentina; Vénere, M., Universidad Nacional Del Centro, CICPBA-CONICET-CNEA, 7000 Tandil, Argentina","A real-time aircraft radar simulation applied in naval training is presented. The implemented algorithm works on a 3D synthesized environment, described by large sets of polygons - a typical scene can have a million of triangles - and the lobe is discretized with a cluster of rays. The radar display is recreated solving fast ray-polygon intersections (a variation of Ray-Shooting), and mapping them on the screen. This work proposes a new polygonal simplification method and a geometric classification algorithm in order to solve the intersections efficiently. This methodology leads to high fidelity images and real-time radar simulation, which operates at the specified 15 revolutions per minute rate. The results were tested with trained aircraft pilots. © 2010 Wiley Periodicals, Inc.","aircraft radar simulation; geometric algorithms; training","Clustering algorithms; Personnel training; Radar; Radar simulators; Geometric algorithm; Geometric classification; High-fidelity images; Polygonal simplification; Radar simulation; Real-time radar simulations; Revolutions per minutes; Training Systems; Training aircraft","Horizon 2020 Framework Programme, H2020: 671623",,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-84886412071
"Guerrero Ortiz C., Camacho Machín M., Mejía Velasco H.R.","56167532700;35335905300;56167538900;","Difficulties experienced by students in the interpretation of the solutions of ordinary differential equations that models a problem [Dificultades de los estudiantes en la interpretación de las soluciones de ecuaciones diferenciales ordinarias que modelan un problema]",2010,"Ensenanza de las Ciencias","28","3",,"341","352",,7,"10.5565/rev/ec/v28n3.431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864269558&doi=10.5565%2frev%2fec%2fv28n3.431&partnerID=40&md5=399f3bc5cc9f653529f3d941e33e9fe4","Departamento de Matemática Educativa, CINVESTAV, Mexico; Didáctica de la Matemática, Departamento de Análisis Matemático, Universidad de la Laguna, Spain","Guerrero Ortiz, C., Departamento de Matemática Educativa, CINVESTAV, Mexico; Camacho Machín, M., Didáctica de la Matemática, Departamento de Análisis Matemático, Universidad de la Laguna, Spain; Mejía Velasco, H.R., Departamento de Matemática Educativa, CINVESTAV, Mexico","In this work we analyzed some of the difficulties that arise when the student interpret the solutions of Ordinary Differential Equation (ODE) when they are expressed in graphical and algebraic form. The investigation was carried out with Engineering students who were at the end of a first course of ODE, who realized some activities in a graphical dynamic environment that included the interpretation of the solutions represented in algebraic and graphic form of a ODE that models the behavior of a population. One the one hand, even though the students dominated some algebraic tools to solve a ODE, they did not use them to interpret the behavior of the solutions within the graphical registry. On the other hand, when they working with the field of directions to obtain data on the solutions of the ODE its use was only local, that is to say, focused its attention on relatively small regions of the field of directions.","Difficulties; Interpretation; Ordinary differential equation; Registers of representations",,,,,,,,,,,,,"English; Spanish",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84864269558
"Guimarães L.C., Barbastefano R.G., Belfort E.","57213720115;6506991495;6602418685;","Tools for Teaching Mathematics: A Case for Java and VRML",2000,"Computer Applications in Engineering Education","8","3-4",,"157","161",,7,"10.1002/1099-0542(2000)8:3/4<157::aid-cae4>3.0.co;2-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044450050&doi=10.1002%2f1099-0542%282000%298%3a3%2f4%3c157%3a%3aaid-cae4%3e3.0.co%3b2-9&partnerID=40&md5=ef2f94c296152c1f0dac0505e408652d","Department of Applied Mathematics, Federal University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Federal University of Rio de Janeiro, Rua Paulo Barreto, 104-601, Botafogo, Rio de Janeiro, RJ, CEP 22280-010, Brazil; Department of Mathematical Methods, Federal University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil","Guimarães, L.C., Department of Applied Mathematics, Federal University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Barbastefano, R.G., Federal University of Rio de Janeiro, Rua Paulo Barreto, 104-601, Botafogo, Rio de Janeiro, RJ, CEP 22280-010, Brazil; Belfort, E., Department of Mathematical Methods, Federal University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil","JAVA and VRML can play an important role if used to develop teaching materials designed to overcome difficulties in introductory mathematics courses. They can be brought to bear before there is a chance of using computer algebra tools like MAPLE and MATLAB, and even before the student enters the university. © 2000 John Wiley & Sons, Inc.","Computer aided teaching; Geometry; Java; Mathematics; VRML",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-17044450050
"Salas-Rueda R.-A., Ramírez-Ortega J., Eslava-Cervantes A.-L.","57190010006;57221315667;57221311560;","Use of the collaborative wall to improve the teaching-learning conditions in the bachelor of visual arts",2021,"Contemporary Educational Technology","13","1","ep286","1","10",,6,"10.30935/cedtech/8711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098798461&doi=10.30935%2fcedtech%2f8711&partnerID=40&md5=fce8dd870bcb7a5285cfa7db55b5668f","Institute of Applied Sciences and Technology, National Autonomous University of Mexico, Mexico","Salas-Rueda, R.-A., Institute of Applied Sciences and Technology, National Autonomous University of Mexico, Mexico; Ramírez-Ortega, J., Institute of Applied Sciences and Technology, National Autonomous University of Mexico, Mexico; Eslava-Cervantes, A.-L., Institute of Applied Sciences and Technology, National Autonomous University of Mexico, Mexico","This mixed research analyzes the use of the Collaborative Wall to improve the teaching-learning conditions in the Bachelor of Visual Arts considering data science and machine learning (linear regression). The sample is made up of 46 students who took the Geometric Representation Systems course at the National Autonomous University of Mexico (UNAM) during the 2019 school year. The Collaborative Wall is a web application that facilitates the organization and dissemination of ideas through the use of images and text. In the classroom, the students formed teams and used mobile devices to access this web application. The results of machine learning indicate that the organization of ideas in the Collaborative Wall positively influences the participation of students, motivation and learning process. Data science identifies 3 predictive models about the use of this web application in the educational field. Also, the Collaborative Wall facilitates the learning process in the classroom through the comparison and discussion of information. Finally, technological advances allow organizing creative activities that favor the active role of students. © 2021 by the authors; licensee CEDTECH by Bastas.","Bachelor; Collaborative wall; Data science; Learning; Teaching; Technology",,,,,,,,,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85098798461
"Gutiérrez L., Flores V., Keith B., Quelopana A.","57213275025;57206436844;57191694804;55654849300;","Using the Belbin method and models for predicting the academic performance of engineering students",2019,"Computer Applications in Engineering Education","27","2",,"500","509",,6,"10.1002/cae.22092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059847057&doi=10.1002%2fcae.22092&partnerID=40&md5=da40d8aa031244c94cebd9f6001ace3b","Department of Computing & Systems Engineering, Universidad Católica del Norte, Antofagasta, Chile","Gutiérrez, L., Department of Computing & Systems Engineering, Universidad Católica del Norte, Antofagasta, Chile; Flores, V., Department of Computing & Systems Engineering, Universidad Católica del Norte, Antofagasta, Chile; Keith, B., Department of Computing & Systems Engineering, Universidad Católica del Norte, Antofagasta, Chile; Quelopana, A., Department of Computing & Systems Engineering, Universidad Católica del Norte, Antofagasta, Chile","This paper describes the process of generating a predictive model of students’ academic performance in different engineering subjects at Universidad Católica del Norte (UCN). It aims to analyze the importance of variables influencing the final average grade of the UCN students in projects related to different subjects, focusing on the dimensions resulting from the Belbin test. The main objective of this work is to provide evidence of the real impact of the Belbin test outcomes on the final performance of a team of students, using as a metric of variable importance the one provided by a Random Forest model, supplied by the scikit-learn library. As a result, the final classifier presented an accuracy of 80%, and one of the most influential variables according to this model was Covered Roles 2, which represents the number of roles covered in each group. Future research lines are proposed to validate these outcomes, mostly concerned with the acquisition of more data across several future semesters. © 2019 Wiley Periodicals, Inc.","active methodologies; belbin questionnaire; random forest; variable importance","Decision trees; Academic performance; Active methodologies; belbin questionnaire; Predictive modeling; Random forest modeling; Random forests; Variable importances; Students",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85059847057
"Bessa B.R., Santos S., Duarte B.J.","57195681660;26768300700;56394181700;","Toward effectiveness and authenticity in PBL: A proposal based on a virtual learning environment in computing education",2019,"Computer Applications in Engineering Education","27","2",,"452","471",,6,"10.1002/cae.22088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057886608&doi=10.1002%2fcae.22088&partnerID=40&md5=95af73c946692d51bc7ac121c76a9f37","N.E.X.T Research Group, Universidade Federal de Pernambuco—Centro de Informática, Recife-PE, Brazil; Instituto Federal de Alagoas, Coordenação de Informática, Maceió-AL, Brazil","Bessa, B.R., N.E.X.T Research Group, Universidade Federal de Pernambuco—Centro de Informática, Recife-PE, Brazil; Santos, S., N.E.X.T Research Group, Universidade Federal de Pernambuco—Centro de Informática, Recife-PE, Brazil; Duarte, B.J., Instituto Federal de Alagoas, Coordenação de Informática, Maceió-AL, Brazil","Problem-Based Learning (PBL) has gained widespread approval as a constructive, student-centered approach to teaching, and learning. Advocating the use of real-life problems to initiate and motivate the learning process, PBL is an inductive strategy promoting the understanding of new concepts as well as the development of professional skills, abilities, and attitudes. Thus, it is paramount that teachers and students implement PBL in conformity to its core principles. However, such implementation becomes a challenge, considering that PBL is fundamentally different from traditional instruction methods. Without the appropriate pedagogical and technological support, PBL's quality, effectiveness, and authenticity are at risk. In an attempt to overcome these challenges, this paper presents the PBL-Coach Virtual Learning Environment (VLE), built upon PBL learning theories. This paper describes in detail a scientific investigation on a practical PBL implementation, driven by the quest to achieve the following goals: (i) Scaffold teachers and students in implementing the PBL method; (ii) Investigate useful and usable technological resources in the PBL process; (iii) Maintain PBL core principles for an authentic and effective learning process. As a result, three case studies are described and one is detailed to validate our investigation, consisting of a real-world setting with clients, teachers, tutors, and students. Each case study provided a good level of evidence that PBL-Coach, used in a real-world, authentic setting, can promote an effective learning process through a number of carefully designed technological resources. Encouraging results motivated to evolve PBL-Coach through Augmented and Virtual Reality components as future works. © 2018 Wiley Periodicals, Inc.","authentic learning; problem-based learning; virtual learning environment","Authentication; Computation theory; Computer aided instruction; Learning systems; Scaffolds; Students; Virtual reality; Augmented and virtual realities; Authentic learning; Problem based learning; Scientific investigation; Student-centered approach; Technological resources; Traditional instruction; Virtual learning environments; E-learning","Universidade Federal de Pernambuco, UFPE","This work was supported by the N.E.X.T Research Group at the Informatics Center of the Federal University of Pernambuco (UFPE, Brazil). The author would like to thank the teachers and students of the group that participated in this research project.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85057886608
"Ortiz-Echeverri C.J., Rodríguez-Reséndiz J., Garduño-Aparicio M.","57190676556;57204683375;54414185300;","An approach to STFT and CWT learning through music hands-on labs",2018,"Computer Applications in Engineering Education","26","6",,"2026","2035",,6,"10.1002/cae.21967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056628471&doi=10.1002%2fcae.21967&partnerID=40&md5=b442d4798829c4d79e953fa55f5e600c","Facultad de Informática Av. de las Ciencias Campus Juriquilla s/n, División de Estudios de Posgrado, Querétaro, Mexico; Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico","Ortiz-Echeverri, C.J., Facultad de Informática Av. de las Ciencias Campus Juriquilla s/n, División de Estudios de Posgrado, Querétaro, Mexico; Rodríguez-Reséndiz, J., Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico; Garduño-Aparicio, M., Facultad de Ingenieŕıa Cerro de las Campanas s/n, División de Estudios de Posgrado, Universidad Autónoma de Querétaro, Querétaro, Mexico","This work presents a series of lectures and activities for Digital Signal Processing (DSP) teaching, based upon music and their principal elements such as melody, pitch, timbre, beat, and metric, to explain the time-frequency analysis and its repercussions in other areas of engineering. DSP courses are difficult to the students due to a high mathematical content and high level of abstraction, for this reason, the primary objective of this work is to create a pedagogical tool that allows the improvement on the teaching process in Signal Processing courses. There are two popular approaches: Short-Time Fourier Transform (STFT) and Continuous Wavelet Transform (CWT) which have been used to find time-frequency maps. The student roll was designed for active participation by creating melodies from real instruments as well as synthetic generators, and by implementing the codes of STFT and CWT in MATLAB. The results demonstrate that in general terms, after carrying out these laboratory activities the students are more motivated to learn Signal Processing theory, and some of them become interested in the new research line on Music Information Retrieval (MIR), which would benefit the continuity of the Accreditation Board for Engineering and Technologies ABET, obtained for the Automation Engineering program at Universidad Autónoma de Querétaro (UAQ) since 2016. © 2018 The Authors. Computer Applications in Engineering Education Published by Wiley Periodicals, Inc.","ABET accreditation; CWT; DSP; MIR; non-stationary signals; pedagogical tool; STFT","Accreditation; Curricula; Engineering education; MATLAB; Search engines; Students; Teaching; Technical presentations; Time series analysis; Wavelet transforms; ABET accreditation; Accreditation board for engineering and technologies; Continuous wavelet transforms; Digital signal processing (DSP); Nonstationary signals; Pedagogical tools; Short time Fourier transforms; STFT; Digital signal processing","Consejo Nacional de Ciencia y Tecnología, CONACYT; Consejo Nacional de Ciencia y Tecnología, CONCYT","The authors would like to thank the group of students of the Signals Analysis course. The first author would like to thank the Faculty of Computer Science and the Department of Engineering of the Universidad Autónoma de Querétaro, as well as Consejo Nacional de Ciencia y Tecnología (CONACyT) for the Doctorate Fellowship support. English edition by Agustín Ruiz Esparza Y Ballesteros, M.A.T., & C2 Oxford College, Oxfordshire, U.K.","The authors would like to thank the group of students of the Signals Analysis course. The first author would like to thank the Faculty of Computer Science and the Department of Engineering of the Universidad Autónoma de Querétaro, as well as Consejo Nacional de Ciencia y Tecnología (CON-ACyT) for the Doctorate Fellowship support. English edition by Agustín Ruiz Esparza Y Ballesteros, M.A.T., & C2 Oxford College, Oxfordshire, U.K.",,,,,,,,,"English",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85056628471
"Bermudez G.M.A., Díaz S., De Longhi A.L.","25926320600;55950878200;55996699500;","Native plant naming by high-school students of different socioeconomic status: implications for botany education",2018,"International Journal of Science Education","40","1",,"46","66",,6,"10.1080/09500693.2017.1397297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032832735&doi=10.1080%2f09500693.2017.1397297&partnerID=40&md5=1b68defac2cabfe9dc47699946365c5d","Departamento de Enseñanza de la Ciencia y la Tecnología, Universidad Nacional de Córdoba, Facultad de Ciencias Exactas, Físicas y Naturales, Córdoba, Argentina; CONICET (National Scientific and Technical Research Council of Argentina), Buenos Aires, Argentina; Departamento de Diversidad Biológica y Ecología, Instituto Multidisciplinario de Biología Vegetal (IMBIV-CONICET) and Universidad Nacional de Córdoba, Facultad de Ciencias Exactas, Físicas y Naturales, Córdoba, Argentina","Bermudez, G.M.A., Departamento de Enseñanza de la Ciencia y la Tecnología, Universidad Nacional de Córdoba, Facultad de Ciencias Exactas, Físicas y Naturales, Córdoba, Argentina, CONICET (National Scientific and Technical Research Council of Argentina), Buenos Aires, Argentina; Díaz, S., Departamento de Diversidad Biológica y Ecología, Instituto Multidisciplinario de Biología Vegetal (IMBIV-CONICET) and Universidad Nacional de Córdoba, Facultad de Ciencias Exactas, Físicas y Naturales, Córdoba, Argentina; De Longhi, A.L., Departamento de Enseñanza de la Ciencia y la Tecnología, Universidad Nacional de Córdoba, Facultad de Ciencias Exactas, Físicas y Naturales, Córdoba, Argentina","People’s diminished awareness of plants, affected by anthropogenic environmental deterioration, has challenged science education to overcome the obstacles impeding a better understanding of their meaning and value. The aim of this study was to investigate the influence of the socioeconomic status of high-school students, as indicated by their attendance at private or state schools, on their knowledge of native plants. In total, 321 students aged 15–18 were asked to write down 10 plants native to Córdoba, Argentina, in a freelist questionnaire. Students listed a mean of 6.8 species of a total of 165 different categories of plant names. The majority of the species named were exotic to Córdoba (63%) or Argentina (50.6%, of which 33.8% were adventitious), indicating an ‘adventitious-to-native’ effect by which all spontaneously reproducing plants were presumed to be native species. However, the 20 most frequently named plants were mainly native, with ‘Algarrobo’ (Prosopis spp.) and ‘Espinillo’ (Vachellia caven) being the most mentioned. Students’ socioeconomic status had a significant effect on the number of species named, with the students of state schools (where the less well-off sectors of the society attend) mentioning more species and, among these, more native ones than the students from private schools. Furthermore, we defined size, colour and scent as being conspicuous traits of plant flowers that are relevant for human perception, and found that the most frequently named adventitious species, unlike the native ones, were those exhibiting big brightly-coloured flowers which ranged from being inodorous to having medium intensity scents. © 2017 Informa UK Limited, trading as Taylor & Francis Group.","biological diversity; Botany teaching; floral traits; plant blindness; school sector",,"Universidad Nacional de Córdoba, UNC; Consejo Nacional de Investigaciones Científicas y Técnicas, CONICET; Fondo para la Investigación Científica y Tecnológica, FonCyT: PICT-2011-13799, PICT-2015-1903; Secretaria de Ciencia y Tecnica, Universidad de Buenos Aires, SECYT","We wish to thank all students and teachers for their collaboration. Special thanks to CONICET, Universidad Nacional de Córdoba (SECYT) and FONCYT (ANPYCT: PICT-2011-13799, PICT-2015-1903) for financial support.","This work was supported by Consejo Nacional de Investigaciones Científicas y Técnicas; Fondo para la Investigación Científica y Tecnológica [grant number PICT-2011-13799, PICT-2015-1903]; Universidad Nacional de Córdoba.",,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85032832735
