Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Jovanovic Dolecek G., Harris F.","7003680839;57213805180;","On MATLAB demonstrations of narrowband Gaussian noise",2011,"Computer Applications in Engineering Education","19","3",,"598","603",,7,"10.1002/cae.20340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051479912&doi=10.1002%2fcae.20340&partnerID=40&md5=9baa3a8bdd4ab0048454d2b1a42875a4","Department of Electronics, Institute INAOE, Puebla, Mexico; Electrical Engineering Department, SDSU, San Diego, CA, United States","Jovanovic Dolecek, G., Department of Electronics, Institute INAOE, Puebla, Mexico, Electrical Engineering Department, SDSU, San Diego, CA, United States; Harris, F., Electrical Engineering Department, SDSU, San Diego, CA, United States","A demo program for teaching characteristics of narrowband Gaussian noise (NBGN) by using MATLAB environment is presented in this article. Programs are developed in MATLAB tool makeshow, and users are led step by step through the statistical characteristics of the NBGN including probability density and distribution functions, and the corresponding probability. The evaluation of the software by users is also included. © 2009 Wiley Periodicals, Inc.","envelope; MATLAB GUI; narrowband Gaussian process; phase; probability density and distribution functions","envelope; MATLAB environment; MATLAB tools; Narrow bands; phase; Probability densities; probability density and distribution functions; Statistical characteristics; Step-by-step; Distribution functions; Gaussian distribution; Gaussian noise (electronic); Probability; Probability density function",,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-80051479912
"Rosa M., Lerman S.","36061428100;55411963300;","Researching online mathematics education: Opening a space for virtual learner identities",2011,"Educational Studies in Mathematics","78","1",,"69","90",,13,"10.1007/s10649-011-9310-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051470933&doi=10.1007%2fs10649-011-9310-9&partnerID=40&md5=ebf4140f0b4fb68099a53762bbb05291","Professor of the Graduate Program in Sciences and Mathematics Education, Lutheran University of Brazil, Canoas, RS, Brazil; Professor of the Faculty of Arts and Humans Science, London South Bank University, London, United Kingdom","Rosa, M., Professor of the Graduate Program in Sciences and Mathematics Education, Lutheran University of Brazil, Canoas, RS, Brazil; Lerman, S., Professor of the Faculty of Arts and Humans Science, London South Bank University, London, United Kingdom","This paper is drawn from a doctoral thesis (Rosa, 2008) that examines the relations established between the construction of online identities and the teaching and learning of the definite integral concept in an online learning course. The role-playing game (RPG) is played out through chat and calls for the creation of characters (online identities) by each player. In the research process on online learning in mathematics education, Rosa (2008) discusses the role of the construction of online identities. We characterise how this process, in a general way, draws on qualitative research processes and, in a specific way, is linked to the construction of mathematical knowledge in cyberspace. We discuss who the research subjects are in mathematics education research. The results suggest that: (a) cyberspace is a natural environment in an online RPG context; (b) the playful process in online learning in mathematics education brings important new aspects to our understanding of mathematical knowledge as a social construction; (c) the investigation becomes a game; (d) research subjects are who they want to be while they are in flow, that is, there is intentionality; (e) the challenge of research methodology inside cyberspace must be faced by researchers; and (f) the researcher needs to consider those different identities as integral to the research process. © 2011 Springer Science+Business Media B.V.","Mathematics education; Online education; Online identities; Qualitative research methodology",,,,,,,,,,,,,"English",Review,"Final","",Scopus,2-s2.0-80051470933
"Wiseman A.W., Astiz M.F., Fabrega R., Baker D.P.","7103075435;7005370129;43660933700;35329313500;","Making citizens of the world: The political socialization of youth in formal mass education systems",2011,"Compare","41","5",,"561","577",,24,"10.1080/03057925.2010.530764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960566728&doi=10.1080%2f03057925.2010.530764&partnerID=40&md5=7bc7af59efb3909029edd5312f10ff46","Comparative and International Education Program, Lehigh University, Pennsylvania, United States; Adolescent Education Department, Canisius College, New York, United States; Ministry of Education, Alameda, Chile; Departments of Education Policy Studies and Sociology, Pennsylvania State University, United States","Wiseman, A.W., Comparative and International Education Program, Lehigh University, Pennsylvania, United States; Astiz, M.F., Adolescent Education Department, Canisius College, New York, United States; Fabrega, R., Ministry of Education, Alameda, Chile; Baker, D.P., Departments of Education Policy Studies and Sociology, Pennsylvania State University, United States","Unique cross-national data on adolescents' civic skills, knowledge, and political attitudes are used to examine the democratic processes of modern mass schooling, effects of national political systems, and patterns of youth political socialization in 27 nations. Compared to the generally weak reported effects on mathematics and reading achievement, we find robust effects of schooling on youths' civics knowledge, skills, and attitudes. Secondly, there is empirical support for the importance of a supra-national political culture, beyond that of unique national cultures, in the political socialization of youth. Lastly, there is evidence of an emerging common polity among youth across nations. The results extend notions of the institutional influence of mass public schooling on the political socialization of youth. © 2011 British Association for International and Comparative Education.","Citizenship; CIVED 99; Hierarchical linear modeling; Mass education; Political socialization; Supra-national citizens; World polity",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-79960566728
"da Fonseca M.P.S., dos Santos M.P.","47561109000;7202093713;","Cultures, policies and practices for inclusion in teacher education in physical education: Analyzing the menus [cultura Políticas e práticas de inclusäo na formação de professores em educação física: Analisando as ementas]",2011,"Movimento","17","1",,"96","116",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051746293&partnerID=40&md5=b0df710e4f3192fe91cb9ca261b54bfb","Universidade Federal do Rio de Janeiro, Escola de Educaçâo Física e Desportos, Doutoranda em Educaçâo da UFRJ, Rio de Janeiro, Brazil; Universidade Federal do Rio de Janeiro, Faculdade de Educaçâo, Rio de Janeiro, RJ, Brazil; University of London, United Kingdom","da Fonseca, M.P.S., Universidade Federal do Rio de Janeiro, Escola de Educaçâo Física e Desportos, Doutoranda em Educaçâo da UFRJ, Rio de Janeiro, Brazil; dos Santos, M.P., Universidade Federal do Rio de Janeiro, Faculdade de Educaçâo, Rio de Janeiro, RJ, Brazil, University of London, United Kingdom","This article aims to analyze the menus of compulsory subjects that make up the curriculum for the initial education of future teachers of Physical Education at UFRJ, and observing whether the inclusion is treated during its formation. To this end, we used as reference for analysis and discussion of the conceptual frame workon inclusion and included three dimensions: the construction of culture, policy development and orchestration of inclusive practices. Regarding the methodology, we conducted the document analysis, thus we studied the menus of all 37 required subjects that comprise the curriculum for future teachers in Physical Education Institution searched, and the data analysis, we used the method of analysis Content. In this general analysis of menus, we noticed that the issues concerning the size of the orchestration of inclusive practices are present in greater numbers (36.36%). Paired very issues arise concerning the extent of creating inclusive cultures (29.70%) and the biological dimension (28.48%) and only 5.46% of the questions refer to the size of the development of inclusive policies. We realized then that there is a huge emphasis on practice, and great concern with issues physical, biological and physical, to the detriment of a political nature, fundamental guide to training a critical and reflective.","Curriculum; Education; Equity; Physical education",,,,,,,,,,,,,"English; Portuguese; Spanish",Article,"Final","",Scopus,2-s2.0-80051746293
"Espinoza L., Barbé J., Gálvez G.","8658914900;7102303892;46861075600;","Limitations in the development of the mathematical activity in primary school: The case of the school arithmetic [Limitaciones en el desarrollo de la actividad matemática en la escuela básica: El caso de la aritmética escolar]",2011,"Estudios Pedagogicos","37","1",,"105","125",,9,"10.4067/S0718-07052011000100006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051600905&doi=10.4067%2fS0718-07052011000100006&partnerID=40&md5=f07caa3a50fab6961df5e9188ce7c1ba","Universidad de Santiago de Chile, Chile; Grupo Félix Klein, Universidad de Santiago de Chile, Chile","Espinoza, L., Universidad de Santiago de Chile, Chile; Barbé, J., Grupo Félix Klein, Universidad de Santiago de Chile, Chile; Gálvez, G., Universidad de Santiago de Chile, Chile","This research analyzes the problem of the low levels of the development of the Mathematics Activity, reached by Chilean students at the end of the primary school. The article focuses on the case of School Arithmetic. Using the Anthropological Theory of Didactics (Chevallard, 1999) and the Theory of Didactic Situations (Brousseau, 1994), the investigation began with the analysis of nuclear mathematical contents and learning of the current official primary school programs in the area of arithmetic. Next, we observed and analyzed the teaching-learning processes developed in thematic units of arithmetic in primary schools of the Metropolitan Region. We finished with the analysis of the institutional conditions and restrictions on the mathematic activities imposed by the schools. This paper approaches the curricular, factual and institutional dimensions. It allows us to postulate what might be considered to be a didactic phenomenon by its degree of generality and its direct entailment with a specific strategy of education of mathematics (Brousseau, 1983). The phenomenon is that, in many cases, in spite of its good intentions, the school inhibits the mathematical potentialities that the children have.","Mathematical learning; Primary school; School arithmetic",,,,,,,,,,,,,"Spanish",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-80051600905
"López M.","36699337600;","The conjunction fallacy and the contextualization in autism [La falacia de la conjunción y la contextualización en el autismo]",2011,"Estudios Pedagogicos","37","1",,"279","291",,2,"10.4067/S0718-07052011000100016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051596795&doi=10.4067%2fS0718-07052011000100016&partnerID=40&md5=e4b6c16e189868a8d8082798bab3e92a","Departamento de Educación, Universidad de Los Lagos, Osorno, Chile","López, M., Departamento de Educación, Universidad de Los Lagos, Osorno, Chile","By means of the outcomes of some experimental studies, we can interpret that autistic students do not seem to use heuristics. Furthermore, their logical-mathematical thinking is more rigorous than the general students' thinking. Morsanyi, Handley and Evans (2009) have presented a research that questions this interpretation and they have explained that autistic students have difficulties in their contextualization of information processes. In this paper, I argue that the outcomes of the research presented by Morsanyi, Handley and Evans can be questioned. They do not demonstrate categorically that the problems of contextualización, and not their logical rigor, are the reason for which the autistic students do not use certain heuristic.","Autism; Contextualization; Heuristics; Logical thinking",,,,,,,,,,,,,"Spanish",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-80051596795
"Sánchez V., Moyano V., Borzone A.M.","46861367200;46861505000;24463642900;","Cognitive demands of writing: Comparison of two different situations of production [Demandas cognitivas de la escritura: Comparación de dos situaciones de producción]",2011,"Estudios Pedagogicos","37","1",,"227","236",,4,"10.4067/S0718-07052011000100012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051578024&doi=10.4067%2fS0718-07052011000100012&partnerID=40&md5=ce87e8df8534865991e945f87d25adf7","Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Centro de Investigaciones Lingüísticas, Universidad Nacional de Córdoba, Argentina; CIIPME-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina","Sánchez, V., Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Moyano, V., Centro de Investigaciones Lingüísticas, Universidad Nacional de Córdoba, Argentina; Borzone, A.M., CIIPME-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina","This work aims to analyze the written stories produced by Spanish speaking girls of second grade in primary education. The children attended a private school from Cordoba Province, Argentine. The stories were produced under two conditions with different cognitive demands: a) retelling of an oral story, and b) telling a story from a sequence of pictures. The texts were analyzed considering length, the number of narrative categories recovered (Stein y Glenn, 1979), the employment of cohesion mechanisms and the inclusion of fiction formulae The results showed that the performance was better in the stories produced from pictures. This paper also discusses the cognitive demands of the tasks and their possible pedagogical implications.","Cognitive demands of writing; Text production; Written narratives",,,,,,,,,,,,,"Spanish",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-80051578024
"Domínguez J.D., López J.A.D.","6507484723;35761349700;","Learning to design experiments using computer simulations",2011,"International Journal of Engineering Education","27","4 PART II",,"693","702",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051577557&partnerID=40&md5=8334dffadc6b889e09273fd6a0a3e2d8","Centro de Investigación en Matemáticas, Guanajuato, Mexico; Conteck, Houston, TX, United States","Domínguez, J.D., Centro de Investigación en Matemáticas, Guanajuato, Mexico; López, J.A.D., Conteck, Houston, TX, United States","Using software to simulate experiments is a very useful tool in the fields of quality engineering. This allows engineers to acquire the abilitytoidentify the key parameters ofa product orprocess. In this paper, adesign of experiments isapplied to a helicopter prototype problem which resembles a general engineer problem. This example illustrates the powerfulness of this statistical tool when it is utilized in conjunction with engineering knowledge. In addition, this points out the value of this technique in the industry. Furthermore, with this simulation, the students learn this statistical method developing their own project. Other simulator has been developed to contribute in learning design of experiments: A cannon with several different control factors as well as noise factors. Thesesimulators are two modules of a ne ducational material developed for the teaching and learning of statistics. From our experience, this material and its modules have improved the understanding of statistical concepts and increased the motivation to learn more about it. © 2011 TEMPUS Publications.","Engineering education; Experimental design; Factorial design; Helicopter simulator",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-80051577557
"Costa A., Nacarato A.M.","57206774646;24481941300;","The Concept of stochastic in mathematics teacher education: Perceptions of teachers and educators [A Estocástica na formação do professor de matemática: Percepções de professores e de formadores]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"367","386",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355190967&partnerID=40&md5=6745d52062977568facc673f2ee64d34","Centro Universitário Padre Anchieta (Unianchieta), Jundiaí, SP, Brazil; Universidade São Francisco (USF), Itatiba, SP, Brazil","Costa, A., Centro Universitário Padre Anchieta (Unianchieta), Jundiaí, SP, Brazil; Nacarato, A.M., Universidade São Francisco (USF), Itatiba, SP, Brazil","This paper presents part of a study that investigated how in-service mathematics teachers perceive the insertion of the concept of stochastic in their education and professional practice, as well as how teacher educators perceive the insertion of the concept in the education of mathematics teachers. The data consists of responses to a questionnaire that was answered by 30 teachers in public and private schools in the region of Jundiaí/ SP as well as transcriptions of interviews with four educators (three females and one male). The analysis suggested that the initial or continued education has not contributed to the teachers' construction of a repertoire of knowledge that enables them to act with confidence when facing the challenge of forming the stochastical thought of the students. Nevertheless, some teachers have consulted textbooks or other materials for guidance regarding how to include statistical content in their classrooms.","Stochastic. Mathematics Teacher Education. Professional Knowledge. Statistics Education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355190967
"De Queiroz e Silva Coutinho C., Da Silva M.J.F., Almouloud S.A.","54410374300;54410510200;42861019100;","Development of statistical thinking: An issue in elementary schools teacher's training [Desenvolvimento do pensamento estatístico e sua articulaç ão com a mobilização de registros de representaç ão semiótica]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"495","514",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355190964&partnerID=40&md5=f2aa67903cfa119fed46da6958362cda","Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil","De Queiroz e Silva Coutinho, C., Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil; Da Silva, M.J.F., Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil; Almouloud, S.A., Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil","This paper analyzes the relationships between the use of various records of semiotic representation in the case of Statistics, specifically graphs and tables, and the development of statistical thinking. Notions of records of semiotic representation were used as a theoretical framework, more specifically different understandings of a figure and of transnumeration. The work that we present is of a qualitative nature; more specifically, it is a case study aiming to understand the development of the statistical thinking of two subjects. Based on the analysis of the protocols, we can infer an evolution in their development of statistical thinking. However, the articulation necessary between the records of semiotic representations, which should result in a more detailed analysis of the problem, was not observed.","Record of semiotic representation; Statistical thinking; Statistics education; Transnumeration",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355190964
"Lopes J.M.","42861970000;","A proposal for the study of classical conception of probability [Uma proposta didático-pedagógica para o estudo da concepção clássica de probabilidade]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"607","628",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355190961&partnerID=40&md5=20c647bd0b001968d6a91f5c3092190e","Universidade Estadual Paulista (FEIS/UNESP), Brazil","Lopes, J.M., Universidade Estadual Paulista (FEIS/UNESP), Brazil","We present in this paper a pedagogical-didactic proposal for the teaching of Laplace Probability. The starting point for building the concept of probability is a game situation associated with the methodology of problem-solving. The theoretical reference for the concept of game is constructivist teaching of mathematics. Mathematical knowledge is constructed based on problems that generate new concepts and / or new content. The proposed game is original. Our proposal can be used both in the last cycle of basic education but also in high school, and may inform the practice of teachers who teach basic concepts of probability.","Games; Probability; Problem Solving; Teaching and learning",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355190961
"Pamplona A.S., De Carvalho D.L.","54411086100;54410371000;","Statistics education and power relations in communities of practice [A educação estatística e as relações de poder em comunidades de prática]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"351","366",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355188315&partnerID=40&md5=c843be83293584db6e5247f317bb9e76","Universidade Federal de Mato Grosso (UFMT), Campus Universitário Do Araguaia (CUA), Pontal do Araguaia, MT, Brazil; Faculdade de Educação da Universidade Estadual de Campinas (UNICAMP), Campinas, SP, Brazil","Pamplona, A.S., Universidade Federal de Mato Grosso (UFMT), Campus Universitário Do Araguaia (CUA), Pontal do Araguaia, MT, Brazil; De Carvalho, D.L., Faculdade de Educação da Universidade Estadual de Campinas (UNICAMP), Campinas, SP, Brazil","This paper presents a reflection on the exercise of power within the community of practice whose domain is Statistics Education. Addressing issues that arose in the context of research on the statistical training received by mathematics teachers, the focus is on the existence of power relations developed by communities of practice involved in this training. This reflection is relevant because those who produce knowledge in this area seem to have difficulty to fully exercise this power, as there are two strands in Statistics Education: one originating from the field of Education and the other from Statistics / Mathematics. Since the research demonstrated that power is exercised by knowledge and through emancipator relationships, it is concluded that Statistics Education should seek a balance between knowledge of Education and Statistics / Mathematics.","Community of practice; Formation statistical of the mathematics teacher; Power relations; Statistics education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355188315
"Campos C.R., Jacobini O.R., Wodewotzki M.L.L., Ferreira D.H.L.","57214734650;12769966900;12768220400;54410335300;","Statistics education in the context of Critical Education [Educação estatística no contexto da educação crítica]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"473","494",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355188314&partnerID=40&md5=f59f035fc4b23fcd0e5453ea437437fd","Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil; Pontifícia Universidade Católica de Campinas (PUC-Campinas), Campinas, SP, Brazil; UNESP, Rio Claro, Brazil","Campos, C.R., Pontifícia Universidade Católica de São Paulo (PUC-SP), São Paulo, SP, Brazil; Jacobini, O.R., Pontifícia Universidade Católica de Campinas (PUC-Campinas), Campinas, SP, Brazil; Wodewotzki, M.L.L., UNESP, Rio Claro, Brazil; Ferreira, D.H.L., Pontifícia Universidade Católica de Campinas (PUC-Campinas), Campinas, SP, Brazil","This article deals with the development of three competencies defined and studied in the context of Statistics Education (literacy, thinking and statistical reasoning). These competencies based on interpretation and understanding of critical information from real data are associated with an education geared toward the formation of critical citizenship and are in agreement with the principles that guide Critical Education. In this context, we consider Mathematical Modeling as a concrete possibility for integration between Critical Education and Education Statistics. We show that work with modeling projects in the classroom takes place in a context in which teaching is guided by the fundamentals of Critical Education. We present a project entitled ""Teaching Statistics and the financial market"" which illustrates the congruence between the objectives of Education Statistics and Critical Education.","Competencies; Critical education; Modeling projects; Statistics education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355188314
"Nagamine C.M.L., Henriques A., Utsumi M.C., Cazorla I.M.","54411138100;54410656300;54411257700;6504633816;","Praxeological analysis of the Random Walks of Monica [Análise praxeológica dos Passeios Aleatórios da Mônica]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"451","472",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355165181&partnerID=40&md5=74e1e854de57b741b62fc1e9618a78c5","Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Instituto de Ciências Matemáticas e Computação, Universidade Estadual de São Paulo(ICMCUSP), São Carlos, SP, Brazil","Nagamine, C.M.L., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Henriques, A., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Utsumi, M.C., Instituto de Ciências Matemáticas e Computação, Universidade Estadual de São Paulo(ICMCUSP), São Carlos, SP, Brazil; Cazorla, I.M., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil","This paper aims to present the possible contributions of Anthropological Theory of Didactics in a priori analysis of the didactic sequence The Random Walks of Monica. This sequence addresses elementary concepts of probability theory for Basic Education, and has undergone improvements based on the recommendations of the National Curricular Parameters, favoring active participation of the subjects, who constantly interact with the tasks and are challenged to make decisions regarding each result. Analysis revealed that this sequence makes it possible to highlight a complete praxeological organization (Task/Technique/Technology/Theory) and reverses the usual praxeology, because it starts with a problem situation, from which emerge the intuitive conceptions of probabilit, the frequentist probability, resulting from random experimentation, and the theoretical probability (Laplace) calculated from the mathematical modeling, using the diagram of possibilities.","Anthropological theory of didactics; Basic education; Didactic sequence; National curricular parameters; Teaching of probability",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355165181
"De Souza Jr. A.J., Campos S.G.V.B.","54410372600;54410297700;","Work projects in the process of teach and learn statistics at university [Trabalho de projetos no processo de ensinar e aprender estatística na universidade]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"413","429",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355165180&partnerID=40&md5=1c6d25758ccf3147ef9ca49f4b4c29c2","Faculdade de Matemática, Universidade Federal de Uberlândia (FAMAT-UFU), Uberlândia, MG, Brazil; Centro Municipal de Estudos e Projetos Educacionais Julieta Diniz (CEMEPE), Uberlândia, MG, Brazil","De Souza Jr., A.J., Faculdade de Matemática, Universidade Federal de Uberlândia (FAMAT-UFU), Uberlândia, MG, Brazil; Campos, S.G.V.B., Centro Municipal de Estudos e Projetos Educacionais Julieta Diniz (CEMEPE), Uberlândia, MG, Brazil","This paper deals with the results of our Masters research, presented to the Graduation Program of the Education Department at the Federal University of Uberlandia. There we investigated how experiences with the pedagogical program ""Trabalho de Projetos e Educação Estatística na Universidade"" could improve the development of students' academic and professional skills. The project was conducted during five semesters from 2004 to 2006. Its dynamics were based on the projects carried out in the Statistics and Probability courses in the Mathematics Department at the Federal University of Uberlandia that the students were involved in. In addition, a qualitative and interpretative investigation was done in accordance with participatory research. Data gathering was done through observations, questionnaires, interviews and document research. We tried to establish a connection between these data, the aims of the project, and our Masters research.","College education; Project work; Statistics education",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355165180
"Santos J.A.F.L., Grando R.C.","54411313500;24481215500;","The movement of probabilistic ideas in basic school: A case analysis [O movimento das ideias probabilísticas no ensino fundamental: Análise de um caso]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"561","584",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355165177&partnerID=40&md5=ba40d4a384561971b5899bf5057f67ad","Escola Estadual Dionysia Gerbi Beira, Escola Técnica Estadual João Belarmino, Amparo, SP, Brazil; Universidade São Francisco (USF), Itatiba, SP, Brazil","Santos, J.A.F.L., Escola Estadual Dionysia Gerbi Beira, Escola Técnica Estadual João Belarmino, Amparo, SP, Brazil; Grando, R.C., Universidade São Francisco (USF), Itatiba, SP, Brazil","We present preliminary findings from our master's research: a case study with a qualitative approach, involving 7th grade students from a public school where the teacher-researcher teaches mathematics, in a city located in the interior of the state of São Paulo. The intention was to identify ideas about language and probabilistic thought that emerge from the process of verbal communication and writing, using a problem-solving approach from an investigative perspective, focusing on questions involving the concept of stochastic. The analysis found evidence that the methodology adopted in the classroom, in the context of problem-solving, mediated by the process of verbal communication and writing, favors the movement of probabilistic ideas of the students and, consequently, the development of probabilistic thought.","Probabilistic language; Probabilistic thought; Resolution of problems; Statistics; Stochastic",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355165177
"Cazorla I.M., Gusmão T.C., Kataoka V.Y.","6504633816;54410558900;26639475900;","Validation of a probability didactic sequence based on teachers' practice and under the Onto-semiotic approach [Validação de uma sequência didática de probabilidade a partir da Análise da prática de professores, sob a ótica do Enfoque Ontossemiótico]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"537","560",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355165174&partnerID=40&md5=bad5f2c9df54dda04fa49ed5dd5a55ac","Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Universidade Estadual Do Sudoeste da Bahia (UESB), Vitória da Conquista, BA, Brazil; Universidade Bandeirante de São Paulo (UNIBAN), São Paulo, SP, Brazil","Cazorla, I.M., Universidade Estadual de Santa Cruz (UESC), Ilhéus, BA, Brazil; Gusmão, T.C., Universidade Estadual Do Sudoeste da Bahia (UESB), Vitória da Conquista, BA, Brazil; Kataoka, V.Y., Universidade Bandeirante de São Paulo (UNIBAN), São Paulo, SP, Brazil","This study analyses the validity of the didactic sequence ""Monica's random walks"" designed to teach the concepts of probability at the elementary education level, based on teachers' practice, evaluating its relevance when implemented in the classroom. The Onto-semiotic approach was used, which allows the study of types of mathematical objects (language, situations, concepts, procedures, properties and arguments) and possible semiotic conflicts that may affect the understanding and meaning of the concepts involved in the sequence. The methodological approach used was action research with the participation of 28 teachers. Lessons were observed and written protocols collected. Analysis of the results revealed the feasibility of the sequence, as the subjects were able to observe, through random experimentation, that the relative frequency is an estimate of the theoretical probability. Comparison of the graphs, on transparencies, allowed the teachers to note the existence of a common pattern that approximates the theoretical probability, allowing an evolution and appropriation of the probability concept. The use of the onto-semiotic technique reveals considerable results for the proposal, as it provides a more careful and detailed look at the object involved in the mathematic activity, leading to an evaluation of the sequence aiming at improved planning, design and efficiency in its use.","Basic education; Didactic sequence; Onto-semiotic approach; Probability teaching",,,,,,,,,,,,,"Portuguese",Article,"Final","",Scopus,2-s2.0-82355165174
"Ruiz B., Batanero C., Arteaga P.","7005103053;6508317702;54410144000;","Coordination between random variable and statistical variable in the execution of informal inferences by preserviceteachers [Vinculación de la variable aleatoria y estadística en la realización de inferencias informales por parte de futuros profesores]",2011,"Bolema - Mathematics Education Bulletin","24","39",,"431","449",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355163524&partnerID=40&md5=317cc56ca76ee489532a15c66d95f0f3","Departamento de Matemáticas, Instituto Tecnológico y de Estudios Superiores de Monterrey, Mexico; Departamento de Didáctica de la Matemática, Facultad de Educación, Spain","Ruiz, B., Departamento de Matemáticas, Instituto Tecnológico y de Estudios Superiores de Monterrey, Mexico; Batanero, C., Departamento de Didáctica de la Matemática, Facultad de Educación, Spain; Arteaga, P., Departamento de Didáctica de la Matemática, Facultad de Educación, Spain","Inference on random variables is carried out by analyzing the distribution of the associated statistical variable, whose statistics summaries provide information on the random variable distribution. In a double modeling process, the statistical variable models the observed data and the random variable the statistics variable behavior in the population from which the sample was taken. In this paper, we analyze the work with these two models in an open-ended task by 101 pre-service primary school teachers. Most participants build the statistics variable distribution and correctly compute the central position and spread statistics. However, we observed problems in making informal inferences on the random variable by a significant proportion of pre-service teachers, few of whom completed the modeling cycle and interpreted the mathematical results in the problem context.","Distributions; Projects; Random variable; Statistical variable; Teacher education",,,,,,,,,,,,,"Spanish",Article,"Final","",Scopus,2-s2.0-82355163524
